jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N2,負担,ふたん,부담,word,-
N2,映る,うつる,"비치다, 영상으로 나타나다",word,-
N2,下旬,げじゅん,하순,word,-
N2,倒す,たおす,쓰러뜨리다,word,-
N2,険しい,けわしい,험하다,word,-
N2,比較的,ひかくてき,비교적,word,-
N2,下降,かこう,하강,word,-
N2,著しい,いちじるしい,"현저하다, 두드러지다",word,-
N2,声援,せいえん,성원,word,-
N2,傾く,かたむく,기울다,word,-
N2,情景,じょうけい,정경,word,-
N2,乏しい,とぼしい,부족하다,word,-
N2,介護,かいご,"개호, 간병",word,-
N2,焦る,あせる,"초조해하다, 안달하다",word,-
N2,賛否,さんび,"찬부, 찬반",word,-
N2,記憶,きおく,기억,word,-
N2,偉い,えらい,훌륭하다,word,-
N2,途端に,とたんに,갑자기,word,-
N2,務める,つとめる,"임무를 맡다, 노력하다",word,-
N2,素材,そざい,소재,word,-
N2,警備,けいび,경비,word,-
N2,外れる,はずれる,"빠지다, 빗나가다",word,-
N2,世間,せけん,"세간, 세상",word,-
N2,勇ましい,いさましい,"용감하다, 활발하다",word,-
N2,運賃,うんちん,운임,word,-
N2,握手,あくしゅ,악수,word,-
N2,腕,うで,팔,word,-
N2,善良な,ぜんりょうな,선량한,word,-
N2,平等,びょうどう,평등,word,-
N2,詳細,しょうさい,상세,word,-
N2,分析,ぶんせき,분석,word,-
N2,絡まる,からまる,얽히다,word,-
N2,農薬,のうやく,농약,word,-
N2,鮮やかな,あざやかな,선명한,word,-
N2,優秀な,ゆうしゅうな,우수한,word,-
N2,迷う,まよう,"헤매다, 망설이다",word,-
N2,背骨,せぼね,"등뼈, 척추",word,-
N2,実践,じっせん,실천,word,-
N2,衣装,いしょう,의상,word,-
N2,礼儀,れいぎ,예의,word,-
N2,開催,かいさい,개최,word,-
N2,出世,しゅっせ,출세,word,-
N2,頼り,たより,"연고, 의지가 되는 것",word,-
N2,伝統,でんとう,전통,word,-
N2,暮らす,くらす,살다,word,-
N2,象徴,しょうちょう,상징,word,-
N2,与える,あたえる,주다,word,-
N2,激しい,はげしい,심하다,word,-
N2,管理,かんり,관리,word,-
N2,登録,とうろく,등록,word,-
N2,福祉,ふくし,복지,word,-
N2,誘う,さそう,"권유하다, 유도하다",word,-
N2,討論,とうろん,토론,word,-
N2,変更,へんこう,변경,word,-
N2,属する,ぞくする,속하다,word,-
N2,導く,みちびく,"이끌다, 지도하다",word,-
N2,訪れる,おとずれる,방문하다,word,-
N2,扱う,あつかう,"다루다, 취급하다",word,-
N2,収穫,しゅうかく,수확,word,-
N2,積極的な,せっきょくてきな,적극적인,word,-
N2,勢い,いきおい,기세,word,-
N2,抵抗,ていこう,저항,word,-
N2,組織,そしき,조직,word,-
N2,肩,かた,어깨,word,-
N2,至るところ,いたるところ,"도처, 모든 장소",word,-
N2,削る,けずる,"깎다, 삭감하다",word,-
N2,真剣な,しんけんな,진지한,word,-
N2,講義,こうぎ,강의,word,-
N2,努める,つとめる,노력하다,word,-
N2,寄付,きふ,기부,word,-
N2,果たす,はたす,완수하다,word,-
N2,即座に,そくざに,"즉석에서, 그 자리에서",word,-
N2,招待,しょうたい,초대,word,-
N2,責める,せめる,"책망하다, 나무라다",word,-
N2,湿っぽい,しめっぽい,"눅눅하다, 습기 차다",word,-
N2,接続,せつぞく,접속,word,-
N2,援助,えんじょ,원조,word,-
N2,逆らう,さからう,"거스르다, 거역하다",word,-
N2,破れる,やぶれる,"찢어지다, 파손되다",word,-
N2,批判,ひはん,비판,word,-
N2,面倒な,めんどうな,"귀찮은, 성가신",word,-
N2,拾う,ひろう,줍다,word,-
N2,距離,きょり,거리,word,-
N2,混乱,こんらん,혼란,word,-
N2,驚く,おどろく,놀라다,word,-
N2,順調な,じゅんちょうな,순조로운,word,-
N2,講師,こうし,강사,word,-
N2,争う,あらそう,다투다,word,-
N2,腹,はら,배신체의 일부,word,-
N2,指摘,してき,지적,word,-
N2,恵まれる,めぐまれる,"혜택 받다, 풍부하다",word,-
N2,簡潔な,かんけつな,간결한,word,-
N2,招く,まねく,"부르다, 초대하다",word,-
N2,参照,さんしょう,참조,word,-
N2,保証,ほしょう,보증,word,-
N2,焦げる,こげる,"눋다, 타다",word,-
N2,催し,もよおし,"행사, 모임",word,-
N2,症状,しょうじょう,증상,word,-
N2,硬貨,こうか,"동전, 주화",word,-
N2,快く,こころよく,흔쾌히,word,-
N2,製造,せいぞう,제조,word,-
N2,凍る,こおる,얼다,word,-
N2,救う,すくう,구조하다,word,-
N2,好調な,こうちょうな,"호조인, 순조로운",word,-
N2,永久,えいきゅう,영구영원,word,-
N2,在籍,ざいせき,재적,word,-
N2,従う,したがう,"따르다, 복종하다",word,-
N2,領収書,りょうしゅうしょ,영수증,word,-
N2,荒い,あらい,거칠다,word,-
N2,豊かな,ゆたかな,"풍부한, 부유한",word,-
N2,養う,やしなう,"기르다, 부양하다",word,-
N2,省く,はぶく,생략하다,word,-
N2,迎える,むかえる,맞이하다,word,-
N2,系統,けいとう,계통,word,-
N2,束ねる,たばねる,묶다,word,-
N2,精算,せいさん,정산,word,-
N2,趣味,しゅみ,취미,word,-
N2,濃い,こい,"짙다, 진하다",word,-
N2,混じる,まじる,섞이다,word,-
N2,損,そん,손해,word,-
N2,演技,えんぎ,연기,word,-
N2,違反,いはん,위반,word,-
N2,陽気な,ようきな,"밝고 쾌활한, 명랑한",word,-
N2,見逃す,みのがす,놓치다,word,-
N2,拡張,かくちょう,확장,word,-
N2,帰省,きせい,귀성,word,-
N2,縮める,ちぢめる,줄이다,word,-
N2,異色,いしょく,이색,word,-
N2,返品,へいぴん,반품,word,-
N2,乱暴,らんぼう,난폭,word,-
N2,弱点,じゃくてん,약점,word,-
N2,任せる,まかせる,맡기다,word,-
N2,順調,じゅんちょう,순조로움,word,-
N2,積もる,つもる,쌓이다,word,-
N2,登る,のぼる,오르다,word,-
N2,住居,じゅうきょ,주거,word,-
N2,典型的な,てんけいてきな,전형적인,word,-
N2,欲,よく,욕심,word,-
N2,俳優,はいゆう,배우,word,-
N2,診断,しんだん,진단,word,-
N2,布,ぬの,천 직물,word,-
N2,捨てる,すてる,버리다,word,-
N2,機嫌,きげん,기분,word,-
N2,損失,そんしつ,손실,word,-
N2,研修,けんしゅう,연수,word,-
N2,耐える,たえる,견디다,word,-
N2,投票,とうひょう,투표,word,-
N2,志望,しぼう,지망,word,-
N2,短編,たんぺん,단편,word,-
N2,散る,ちる,"떨어지다, 흩어지다",word,-
N2,柔らかい,やわらかい,부드럽다,word,-
N2,疲労,ひろう,피로,word,-
N2,避難,ひなん,피난,word,-
N2,敬う,うやまう,존경하다,word,-
N2,受講,じゅこう,수강,word,-
N2,厚かましい,あつかましい,뻔뻔하다,word,-
N2,諸問題,しょもんだい,여러 문제,word,-
N2,２対,たい,１ 2 대,word,-
N2,商店街,しょうてんがい,"상점가, 상가",word,-
N2,再放送,さいほうそう,재방송,word,-
N2,高収入,こうしゅうにゅう,고수입,word,-
N2,予約制,よやくせい,예약제,word,-
N2,副社長,ふくしゃちょう,부사장,word,-
N2,就職率,しゅうしょくりつ,취직률,word,-
N2,集中力,しゅうちゅうりょく,집중력,word,-
N2,旧制度,きゅうせいど,구제도,word,-
N2,医学界,いがくかい,의학계,word,-
N2,文学賞,ぶんがくしょう,문학상,word,-
N2,準優勝,じゅんゆうしょう,준우승,word,-
N2,悪条件,あくじょうけん,악조건,word,-
N2,現段階,げんだんかい,현 단계,word,-
N2,クリーム状,じょう,크림 상태,word,-
N2,非公式,ひこうしき,비공식,word,-
N2,一日おき,いちにちおき,하루 걸러,word,-
N2,総売上,そううりあげ,총매출,word,-
N2,来シーズン,らいシーズン,다음 시즌,word,-
N2,ビジネスマン風,ふう,비즈니스맨풍,word,-
N2,真夜中,まよなか,한밤중,word,-
N2,仮採用,かりさいよう,임시 채용,word,-
N2,投票率,とうひょうりつ,투표율,word,-
N2,国際色,こくさいしょく,국제색,word,-
N2,アルファベット順,じゅん,알파벳순,word,-
N2,諸外国,しょがいこく,"제 외국, 외국 여러 나라",word,-
N2,半透明,はんとうめい,반투명,word,-
N2,低価格,ていかかく,저가격,word,-
N2,日本流,にほんりゅう,"일본류, 일본식",word,-
N2,準決勝,じゅんけっしょう,준결승,word,-
N2,再提出,さいていしゅつ,"재제출, 다시 제출함",word,-
N2,親子連れ,おやこづれ,부모 자식 동반,word,-
N2,東京駅発,とうきょうえきはつ,도쿄 역 출발,word,-
N2,薄暗い,うすぐらい,"어둑어둑하다, 침침하다",word,-
N2,音楽全般,おんがくぜんぱん,음악 전반,word,-
N2,風邪気味,かぜぎみ,감기 기운,word,-
N2,最有力,さいゆうりょく,"최유력, 가장 유력",word,-
N2,食器類,しょっきるい,식기류,word,-
N2,夏休み明け,なつやすあけ,여름 방학 끝 무렵,word,-
N2,作品集,さくひんしゅう,작품집,word,-
N2,危険性,きけんせい,위험성,word,-
N2,線路沿い,せんろぞい,선로가,word,-
N2,未経験,みけいけん,미경험,word,-
N2,期限切れ,きげんぎれ,기한 종료,word,-
N2,電車賃,でんしゃちん,전철 요금,word,-
N2,高性能,こうせいのう,고성능,word,-
N2,祭りムード一色,まついっしょく,축제 분위기 일색,word,-
N2,応援団,おうえんだん,응원단,word,-
N2,無責任,むせきにん,무책임,word,-
N2,悪影響,あくえいきょう,악영향,word,-
N2,子供連れ,こどもづれ,자녀 동반,word,-
N2,成功率,せいこうりつ,성공률,word,-
N2,招待状,しょうたいじょう,초대장,word,-
N2,現実離れ,げんじつばなれ,현실을 벗어남,word,-
N2,真新しい,まあたらしい,완전히 새롭다,word,-
N2,ヨーロッパ風,ふう,유럽풍,word,-
N2,異文化,いぶんか,이문화,word,-
N2,結婚観,けっこんかん,결혼관,word,-
N2,年代順,ねんだいじゅん,연대순,word,-
N2,高水準,こうすいじゅん,고수준,word,-
N2,管理下,かんりか,관리하,word,-
N2,日本式,にほんしき,일본식,word,-
N2,再開発,さいかいはつ,재개발,word,-
N2,未使用,みしよう,미사용,word,-
N2,主成分,しゅせいぶん,주성분,word,-
N2,勉強づけ,べんきょうづけ,공부 몰입,word,-
N2,初年度,しょねんど,초년도,word,-
N2,前社長,ぜんしゃちょう,전 사장,word,-
N2,会員制,かいいんせい,회원제,word,-
N2,家族連れ,かぞくづれ,가족 동반,word,-
N2,真後ろ,まうしろ,바로 뒤,word,-
N2,住宅街,じゅうたくがい,주택가,word,-
N2,不正確,ふせいかく,부정확,word,-
N2,低カロリー,ていカロリー,저칼로리,word,-
N2,会社員風,かいしゃいんふう,회사원풍,word,-
N2,スキー場,じょう,스키장,word,-
N2,来学期,らいがっき,다음 학기,word,-
N2,進学率,しんがくりつ,진학률,word,-
N2,副大臣,ふくだいじん,부대신차관,word,-
N2,学年別,がくねんべつ,학년별,word,-
N2,無計画,むけいかく,무계획,word,-
N2,送信元,そうしんもと,송신원,word,-
N2,働き手,はたらて,일 손,word,-
N2,メリカ流,りゅう,"아메리카류, 미국식",word,-
N2,別れ際,わかぎわ,헤어질 때,word,-
N2,前町長,ぜんちょうちょう,전 읍장,word,-
N2,頼みづらい,たのみづらい,부탁하기 어렵다,word,-
N2,政治色,せいじしょく,정치색,word,-
N2,都会育ち,とかいそだち,도시에서 자람,word,-
N2,一仕事,ひとしごと,한 가지 일,word,-
N2,ボール状,じょう,"볼형, 동그란 모양",word,-
N2,別会場,べつかいじょう,다른 회장,word,-
N2,現社長,げんしゃちょう,현재 사장,word,-
N2,同意見,どういけん,같은 의견,word,-
N2,食べ頃,たごろ,"먹기에 적당한 때, 제철",word,-
N2,仮登録,かりとうろく,"가등록, 임시 등록",word,-
N2,異分野,いぶんや,다른 분야,word,-
N2,写真付き,しゃしんつき,사진 첨부,word,-
N2,現制度,げんせいど,현재 제도,word,-
N2,用心深い,ようじんぶかい,조심성이 많다,word,-
N2,貴財団,きざいだん,귀재단,word,-
N2,無回答,むかいとう,"무회답, 무응답",word,-
N2,日本風,にほんふう,일본풍,word,-
N2,壁際,かべぎわ,"벽가, 벽 옆",word,-
N2,対抗心,たいこうしん,대항심,word,-
N2,諸手続き,しょてつづき,여러 수속,word,-
N2,二人連れ,ふたりづれ,두사람 일행,word,-
N2,主原料,しゅげんりょう,주원료,word,-
N2,読書離れ,どくしょばなれ,독서 기피,word,-
N2,決定権,けっていけん,결정권,word,-
N2,名選手,めいせんしゅ,명선수,word,-
N2,最接近,さいせっきん,최접근,word,-
N2,私宛て,わたしあて,내 앞,word,-
N2,のんびり,のんびり,한가로이,word,-
